id,name,position,start_date,end_date
3019f8ac-4f5c-40a1-bfac-52fd8aa46566,ALFONSO JOSÉ MARQUINA DÍAZ,member of the Chamber of Deputies of Venezuela,,
79f60433-811e-4f40-a0c9-348f6bd80afc,ANDRÉS MANUEL VELÁSQUEZ,member of the Chamber of Deputies of Venezuela,,
c125906e-1e9c-4132-a8cd-5761a3a3683f,ANTONIO BARRETO SIRA,member of the Chamber of Deputies of Venezuela,,
eb2bbb90-169a-442f-833d-2e1114a2914d,BIAGIO PILIERI GIANNINOTO,member of the Chamber of Deputies of Venezuela,,
93d5a812-1fae-4f0b-801a-2fc558e93e95,BLANCA ROSA EEKHOUT GÓMEZ,member of the Chamber of Deputies of Venezuela,,
09d61468-f17b-43c5-9b2f-cb9771bdfb27,CARLOS ENRIQUE RAMOS RIVAS,member of the Chamber of Deputies of Venezuela,,
bf79c8c0-102b-42a0-b938-a0769da2d3fd,DARÍO VIVAS VELÁSCO,member of the Chamber of Deputies of Venezuela,,
3bbe4902-0944-4a62-82da-e8f6ca435130,DINORAH JAXILDA FIGUERA TOVAR,member of the Chamber of Deputies of Venezuela,,
d4296cad-88e7-45d4-8c42-3c324bc20fff,DIOSDADO CABELLO RONDÓN,member of the Chamber of Deputies of Venezuela,,
d4296cad-88e7-45d4-8c42-3c324bc20fff,DIOSDADO CABELLO RONDÓN,Vice President of Venezuela,2002-01-13,2002-04-28
0949fdf3-6014-477b-a3f9-4fae6ca8a14b,EARLE JOSÉ HERRERA SILVA,member of the Chamber of Deputies of Venezuela,,
eb5645d8-8269-4bf4-9d8b-8d214bf9bcdd,ENRIQUE JOSÉ MENDOZA,member of the Chamber of Deputies of Venezuela,,
9dc99948-cc6c-4a7c-8da8-c9553fea54af,ENRIQUE OCTAVIO MÁRQUEZ PÉREZ,member of the Chamber of Deputies of Venezuela,,
2d94b5e5-010d-49f0-86b4-646587e3576f,FERNANDO SOTO ROJAS,member of the Chamber of Deputies of Venezuela,,
2559e19e-a8c8-40c6-ba4d-a1538e797c5b,FLORES DE MADURO CILIA,member of the Chamber of Deputies of Venezuela,,
6b5fcbb4-cd01-4d3a-a4fe-c7015da7573a,FREDDY ALIRIO BERNAL ROSALES,member of the Chamber of Deputies of Venezuela,,
75f352b1-4298-44f7-ad8f-d8e73c8de7e5,HIRAN ABIF GAVIRIA RINCÓN,member of the Chamber of Deputies of Venezuela,,
2e301af1-b746-454d-b0b1-964341ee6c8a,ISMAEL CONCEPCIÓN GARCÍA,member of the Chamber of Deputies of Venezuela,,
7a59e7e0-84db-4de9-96bb-b2cef1e5b2bc,JULIO ANDRÉS BORGES JUNYENT,member of the Chamber of Deputies of Venezuela,,
76b904b3-0498-4dea-ab44-b69550fe8d50,MIGUEL ÁNGEL RODRÍGUEZ,member of the Chamber of Deputies of Venezuela,,
2d1a4e08-7c0a-4dad-bac5-6f8384435988,OMAR ENRIQUE BARBOZA GUTIÉRREZ,member of the Chamber of Deputies of Venezuela,,
55f0d2a9-1c6f-4883-821e-8567a88347a5,PEDRO MIGUEL CARREÑO ESCOBAR,member of the Chamber of Deputies of Venezuela,,
7b52df1d-c9f9-46d1-a5d0-44e497e9514c,RAMOS ALLUP HENRY LISANDRO,member of the Chamber of Deputies of Venezuela,,
5c0684f7-4d62-4791-abef-0987be0547f2,SOLÓRZANO BERNAL DELSA JENNIFFER,member of the Chamber of Deputies of Venezuela,,
27892520-1bf4-4cdf-bf16-750e05142c53,TOMÁS IGNACIO GUANIPA VILLALOBOS,member of the Chamber of Deputies of Venezuela,,
b7298269-cfde-4101-a8cd-4282a7acba1d,WILLIAM ORLANDO OJEDA OROZCO,member of the Chamber of Deputies of Venezuela,,
f8198abc-53b0-4846-871a-2e87cb6075d7,WILLIAM RAMÓN FARIÑAS,member of the Chamber of Deputies of Venezuela,,
eb665122-d0bb-4317-99d5-434a5d917089,WILLIAMS DANIEL DÁVILA BARRIOS,member of the Chamber of Deputies of Venezuela,,
17120984-516d-4721-829c-42d72ff7bea8,ZAMBRANO GUÉDEZ TIMOTEO,member of the Chamber of Deputies of Venezuela,,
