id,name,position,start_date,end_date
ae289677-1951-41d8-bf59-122d34011b27,Amy Adams,Minister of Justice,,
4a629361-b148-439f-b874-af88c9ff8c8c,Annette King,Leader of the Opposition,2014-11-24,
4a629361-b148-439f-b874-af88c9ff8c8c,Annette King,Leader of the Opposition,2008-11-11,2011-12-13
4a629361-b148-439f-b874-af88c9ff8c8c,Annette King,Minister of Health,1999-12-10,2005-10-19
4a629361-b148-439f-b874-af88c9ff8c8c,Annette King,Minister of Justice,2007-10-31,2008-11-19
6a93d08c-85ee-43f0-9226-d516257a348b,Bill English,Deputy Prime Minister of New Zealand,2008-11-19,
6a93d08c-85ee-43f0-9226-d516257a348b,Bill English,New Zealand finance minister,2008-11-19,
6a93d08c-85ee-43f0-9226-d516257a348b,Bill English,Leader of the Opposition,2001-10-08,2003-10-28
6a93d08c-85ee-43f0-9226-d516257a348b,Bill English,Minister of Infrastructure,2008-11-19,2011-12-14
c60b57e7-cc3b-48e5-a49e-a7580dacdeb0,Damien O'Connor,Minister of Corrections,,
84a6da5d-29ed-4461-9877-570acab059bd,Hekia Parata,Minister of Education,,
ebd6bf2a-4ea1-4bd5-a1fd-b64692267d85,Hon Anne Tolley,Minister of Education,,
ebd6bf2a-4ea1-4bd5-a1fd-b64692267d85,Hon Anne Tolley,Minister of Corrections,,
c3612695-9e2d-4a53-9b3a-0faae650a920,John Banks,Mayor of Auckland City,2007,2010-10-31
cf4011ee-2b62-41f7-897d-0b1bf771a89d,John Key,Prime Minister of New Zealand,2008-11-19,
3da5166a-53e8-438c-8aca-0c507b7cc00f,Judith Collins,Minister of Justice,,
3da5166a-53e8-438c-8aca-0c507b7cc00f,Judith Collins,Minister of Corrections,,
e61b4631-5b29-42e7-97b6-dfd1315f3566,Lianne Dalziel,Mayor of Christchurch,2013-10-24,
9ff932d5-883d-4ed7-b58b-67df054d0221,Lockwood Smith,Minister of Education,,
2fd16480-aa16-4055-bcad-66bfaae6f18b,Nick Smith,Minister of Conservation,2013-01-22,2014-10-08
2fd16480-aa16-4055-bcad-66bfaae6f18b,Nick Smith,Minister of Education,1999-01-31,1999-12-10
2fd16480-aa16-4055-bcad-66bfaae6f18b,Nick Smith,Minister of Corrections,,
2358632b-90c5-4887-93dc-eaf4f1b59e50,Peseta Sam Lotu-Iiga,Minister of Corrections,,
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Leader of the Opposition,2008-11-11,2011-12-13
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Minister of Defence,2005-10-19,2008-11-19
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Minister of Foreign Affairs,1999-12-05,2005-10-19
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Minister of Justice,1999-12-05,2005-10-19
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Minister of Education,,
102fedca-153b-457e-8a8b-de68f5521a7c,Phil Goff,Minister of Corrections,,
e584af29-0b13-44a7-a26f-5bd4838c08b3,Steven Joyce,New Zealand finance minister,,
f2b11654-027e-4573-a3cf-4ccbff9bffba,Tony Ryall,Minister of Justice,,
31c94789-10f7-4dc9-b43f-c052f2fa9328,Trevor Mallard,Minister of Education,1999,2005
995239c2-94c8-40d4-9343-839e60aaebea,Winston Peters,Deputy Prime Minister of New Zealand,1996-12-16,1998-08-14
995239c2-94c8-40d4-9343-839e60aaebea,Winston Peters,Minister of Foreign Affairs,2005-10-19,2008-08-29
995239c2-94c8-40d4-9343-839e60aaebea,Winston Peters,Minister of Māori Affairs,1990,1991
