id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
42207dcb-4b2f-4749-8206-c2dc7eb97b55,Agne Hansson,Agne,,,,Centerpartiet,C,area/kalmar_län,Kalmar län,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0274710563201_max.jpg,male
1079481b-27dd-4caf-83ff-36def4c4ec94,Alf Egnerfors,Alf,,,,Socialdemokraterna,S,,,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0444624665304_max.jpg,male
9343db22-513f-4607-8a07-fad998abbc71,Alf Eriksson,Alf,,,,Socialdemokraterna,S,area/hallands_län,Hallands län,Riksdag,1991,1992-05-22,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0667054859301_max.jpg,male
ddcd18fa-fe8d-426a-a287-5c3dca3fd10e,Alf Svensson,Alf,,,,Kristdemokraterna,KD,area/skåne_läns_norra_och_östra,Skåne läns norra och östra,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0739780276601_max.jpg,male
1c6cc60d-c2e9-4156-9bea-164027b1846f,Alf Wennerfors,Alf,,,,Moderata samlingspartiet,M,,,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0126076270500_max.jpg,male
e429574c-4765-4d00-b776-1cc949eba75f,Allan Larsson,Allan,,,,Socialdemokraterna,S,,,Riksdag,1991,1991-10-05,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0970500642209_max.jpg,male
b820f8b3-59bb-421e-877b-e6e6cd78fed2,Alwa Wennerlund,Alwa,,,,Kristdemokraterna,KD,,,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0673813596104_max.jpg,female
a0f2e22d-02f5-4836-b519-e5719d94dea3,Anders Björck,Anders,,,,Moderata samlingspartiet,M,,,Riksdag,1991,,1991-10-04,http://data.riksdagen.se/filarkiv/bilder/ledamot/037063714405_max.jpg,male
f11a6ed1-5d68-4c9c-9b6e-13b0ca5f8ee1,Anders G Högmark,Anders G,,,,Moderata samlingspartiet,M,area/kronobergs_län,Kronobergs län,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0502353466300_max.jpg,male
6846b2af-514e-4124-b1cc-b8c9d190b645,Anders Nilsson,Anders,,,,Socialdemokraterna,S,,,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0177639310807_max.jpg,male
3d735197-13b8-476e-bb41-91bc9b233656,Anders Svärd,Anders,,,,Centerpartiet,C,,,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0531431759204_max.jpg,male
87af7979-e8e0-4699-936e-454485b76f32,Anita Gradin,Anita,,,,Socialdemokraterna,S,,,Riksdag,1991,1991-10-05,1992-10-31,http://data.riksdagen.se/filarkiv/bilder/ledamot/0905188835300_max.jpg,female
05d819f8-c7a0-4a61-ac4c-6fa4847e915b,Anita Johansson,Anita,,,,Socialdemokraterna,S,area/stockholms_län,Stockholms län,Riksdag,1991,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0193303720505_max.jpg,female
c81ab211-703f-4e0e-be13-f6312627eac7,Anita Jönsson,Anita,,,,Socialdemokraterna,S,area/skåne_läns_södra,Skåne läns södra,Riksdag,1991,1991-10-05,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0682674527208_max.jpg,female
627f2eb6-b8ac-41f1-9b5c-4061024f34f4,Anita Modin,Anita,,,,Socialdemokraterna,S,,,Riksdag,1991,,1992-10-06,http://data.riksdagen.se/filarkiv/bilder/ledamot/0254461538904_max.jpg,female
