id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
4d757333-12a5-4915-b38f-9593fb6b4fb1,Alexander Chrisopoulos,Alexander,,,,Vänsterpartiet,V,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0126791491904_max.jpg,male
1c6cc60d-c2e9-4156-9bea-164027b1846f,Alf Wennerfors,Alf,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0126076270500_max.jpg,male
a0f2e22d-02f5-4836-b519-e5719d94dea3,Anders Björck,Anders,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/037063714405_max.jpg,male
f11a6ed1-5d68-4c9c-9b6e-13b0ca5f8ee1,Anders G Högmark,Anders G,,,,Moderata samlingspartiet,M,area/kronobergs_län,Kronobergs län,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0502353466300_max.jpg,male
0099e32c-a120-4dac-b172-04cdb085e0f6,Anita Bråkenhielm,Anita,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0510160730305_max.jpg,female
87af7979-e8e0-4699-936e-454485b76f32,Anita Gradin,Anita,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0905188835300_max.jpg,female
05d819f8-c7a0-4a61-ac4c-6fa4847e915b,Anita Johansson,Anita,,,,Socialdemokraterna,S,area/stockholms_län,Stockholms län,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0193303720505_max.jpg,female
627f2eb6-b8ac-41f1-9b5c-4061024f34f4,Anita Modin,Anita,,,,Socialdemokraterna,S,,,Riksdag,1979,1981-05-01,1981-06-10,http://data.riksdagen.se/filarkiv/bilder/ledamot/0254461538904_max.jpg,female
627f2eb6-b8ac-41f1-9b5c-4061024f34f4,Anita Modin,Anita,,,,Socialdemokraterna,S,,,Riksdag,1979,1982-03-01,1982-06-12,http://data.riksdagen.se/filarkiv/bilder/ledamot/0254461538904_max.jpg,female
fcbe2569-cf42-4128-87e7-ea69249da11b,Anita Persson,Anita,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0532121969806_max.jpg,female
49bdb321-d6d8-4750-9919-b4d07ebd8018,Ann-Cathrine Haglund,Ann-Cathrine,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0333810623907_max.jpg,female
41652f68-64df-449b-bcce-faf6e090d197,Anna-Greta Leijon,Anna-Greta,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0885771106404_max.jpg,female
64363198-b611-4fa1-8b16-fa6f2d38bce1,Arne Andersson,Arne,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0275356156309_max.jpg,male
9a761ca9-f007-4607-834e-acbcf500657a,Arne Andersson,Arne,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0404836900409_max.jpg,male
147e6169-fbb8-4dcb-8520-23cca144101e,Arne Gadd,Arne,,,,Socialdemokraterna,S,,,Riksdag,1979,,1979-10-16,http://data.riksdagen.se/filarkiv/bilder/ledamot/0188408764206_max.jpg,male
147e6169-fbb8-4dcb-8520-23cca144101e,Arne Gadd,Arne,,,,Socialdemokraterna,S,,,Riksdag,1979,1979-11-21,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0188408764206_max.jpg,male
65dd93c5-c1aa-4493-8906-2812da196601,Arne Svensson,Arne,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0545494137791_max.jpg,male
1deedfde-359c-41db-8848-bc30f3619151,Axel Andersson,Axel,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0145888252000_max.jpg,male
7dbb87b3-56a1-4142-9f66-55eb5ae77627,Bengt Kindbom,Bengt,,,,Centerpartiet,C,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/089241104007_max.jpg,male
ef92c333-8a3a-4e8c-90c8-4dee577697c7,Bengt Silfverstrand,Bengt,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0241621108903_max.jpg,male
666c0458-4bd3-42b4-80a5-631303ba20e0,Bengt Sjönell,Bengt,,,,unknown,,,,Riksdag,1979,1979-10-12,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0262742649696_max.jpg,male
d6f7a28f-e642-45c1-86bf-980e53b04695,Bengt Wittbom,Bengt,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/076794009304_max.jpg,male
4ef2f155-73da-495e-ab18-df2b7cff9ac3,Berit Oscarsson,Berit,,,,Socialdemokraterna,S,,,Riksdag,1979,1980-10-20,1980-11-23,http://data.riksdagen.se/filarkiv/bilder/ledamot/0144891150008_max.jpg,female
c31fc683-d38e-4649-bf5b-14befda68c26,Bertil Danielsson,Bertil,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0853269477202_max.jpg,male
3211984e-2521-4146-a335-011b866a079d,Bertil Fiskesjö,Bertil,,,,Centerpartiet,C,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0213606215200_max.jpg,male
1e8c2a65-a93c-4958-8fd2-231248234f6c,Bertil Jonasson,Bertil,,,,Centerpartiet,C,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0742132383497_max.jpg,male
557312cb-46f7-43d6-8416-b615c555ffe7,Bertil Måbrink,Bertil,,,,Vänsterpartiet,V,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0519019074802_max.jpg,male
65e09fbc-7b16-483a-87e3-5a458e61aeaf,Birger Rosqvist,Birger,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0525247903009_max.jpg,male
acead078-d586-470b-9174-cbc85889a2c2,Birgit Friggebo,Birgit,,,,Folkpartiet liberalerna,FP,,,Riksdag,1979,,1979-10-11,http://data.riksdagen.se/filarkiv/bilder/ledamot/0841802782704_max.jpg,female
cd2dc1df-3574-464f-9fd1-d60c726b5df7,Birgitta Dahl,Birgitta,,,,Socialdemokraterna,S,,,Riksdag,1979,,1980-10-19,http://data.riksdagen.se/filarkiv/bilder/ledamot/0567830387107_max.jpg,female
cd2dc1df-3574-464f-9fd1-d60c726b5df7,Birgitta Dahl,Birgitta,,,,Socialdemokraterna,S,,,Riksdag,1979,1980-11-22,1981-11-15,http://data.riksdagen.se/filarkiv/bilder/ledamot/0567830387107_max.jpg,female
cd2dc1df-3574-464f-9fd1-d60c726b5df7,Birgitta Dahl,Birgitta,,,,Socialdemokraterna,S,,,Riksdag,1979,1981-12-18,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0567830387107_max.jpg,female
fadf28b0-9add-4361-bc74-840a23fc1c5d,Birgitta Hambraeus,Birgitta,,,,Centerpartiet,C,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0409817272107_max.jpg,female
faec5b32-4da9-49c3-a0a4-6516d9a7bcc4,Birgitta Johansson,Birgitta,,,,Socialdemokraterna,S,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0747552775209_max.jpg,female
9a40db89-7d2c-4a9f-a103-d09a2819246b,Birgitta Rydle,Birgitta,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0420946896300_max.jpg,female
5d0657a3-8b29-4c81-a2fc-fc730ea87cf7,Björn Körlof,Björn,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0314783996006_max.jpg,male
5ec787c5-6ac7-46a7-bd85-d8576e72d292,Blenda Littmarck,Blenda,,,,Moderata samlingspartiet,M,,,Riksdag,1979,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0665721749890_max.jpg,female
c39ec6f9-87cd-4bfb-8551-3f3d7bb4b265,Bo Finnkvist,Bo,,,,Socialdemokraterna,S,,,Riksdag,1979,1981-03-09,1981-04-12,http://data.riksdagen.se/filarkiv/bilder/ledamot/0717130693403_max.jpg,male
