name,id
Abdirizak Waberi,1a72172a-5ba1-4ec7-8c9f-d14c23dea06a
Abir Al-Sahlani,89a64135-cbf4-41c2-95ba-b486a0b7961a
Adam Marttinen,69aa7487-1e0a-4058-ba5f-82c4733904ed
Adnan Dibrani,c856fef3-a386-4ac8-8aad-68404628196c
Agneta Börjesson,afcc2ff1-f19d-465b-b4b2-905a931e8cb5
Agneta Gille,f4bb5172-b106-4fec-89fe-f76f4518fd30
Agneta Karlsson,4246c2b9-5235-480a-b365-21b92273e816
Agneta Luttropp,70cdeebc-8358-4f11-9730-e219818e99a9
Alexandra Anstrell,52f9bc5a-490c-418c-a3c2-d9780affa118
Alexandra Völker,a4aac037-184e-4f20-8f77-099ab80521f6
Ali Esbati,4fe10fc7-a020-4f0b-bdb1-59ed26fb335a
Allan Widman,1960f1ca-7b39-4321-8558-d84766ec4120
Amineh Kakabaveh,be24561b-ec06-4ab6-9986-afe62396a850
Amir Adan,2e9e484f-44e5-43c0-8d87-10af652445b9
Anders Ahlgren,cb688f56-443a-43bf-a47b-f859ee671201
Anders Andersson,92bee5dc-4d9c-4d4e-9a21-0ec8af582637
Anders Flanking,51838036-b27a-4b24-9b10-af48ea9b772c
Anders Forsberg,ee71dff8-ca7d-413a-8941-3f2ce5671617
Anders Hansson,8212b4d6-9cab-42db-8898-85b85f7bc563
Anders Karlsson,f4a74edd-3821-409a-9e92-30d1395f2b11
Anders Lönnberg,6821a64d-37c2-43f7-9eec-2a486d1e496a
Anders Schröder,e52d00f3-2ad6-4088-a6f2-d607384931c9
Anders Sellström,6305d139-b84f-4f78-90fa-adb294942814
Anders W Jonsson,9609a3cc-c1dc-4e2d-9293-90ce0ae56c10
Anders W. Jonsson,9609a3cc-c1dc-4e2d-9293-90ce0ae56c10
Anders Ygeman,03c2d093-3d7a-44a6-9da0-98fb1def6a5c
Anders Åkesson,9b99e13d-9d35-412f-93d6-f10d3ccd7acf
Anders Österberg,c17f0fac-d311-4c31-82dd-230987ae3905
Andreas Carlgren,6ff03c41-2f26-4fbc-b0b4-0e294fbe0df1
Andreas Carlson,dc2be4f0-c736-4f38-be74-b9883f03256f
Andreas Norlén,55b249bc-8579-4cec-b1a1-cfa1d29661ec
Anette Åkesson,7091d69b-1946-41d4-881b-65cd54e57ad0
Angelika Bengtsson,77fc29ec-aec5-4a71-a678-0504ba79ca2e
Anita Brodén,19b6b850-d43f-42ed-ae7b-5385e3f77c2b
Ann Arleklo,d0d7f8d9-439e-40c9-81dd-9c8d57c32d0a
Ann-Britt Åsebol,c6de6b75-4a6a-4968-8385-f0ba3ba0a625
Ann-Charlotte Hammar Johnsson,6957ad78-c0e6-4651-9292-286dde3ea85a
Ann-Christin Ahlberg,19a0ad8b-4d79-40a7-a179-aec90ccbfdfc
Ann-Kristine Johansson,5906a0c4-bf6c-40ff-afbc-cc2e9ee5a4d4
Ann-Louise Hansson,570a8d33-a369-4383-8f0e-67d6469ea96e
Anna Hagwall,ad780824-0221-4de7-b5c7-c6c9ec1ce9fc
Anna Johansson,c6b686e9-3c98-4fa8-b74f-9fd6b63392c7
Anna Kinberg Batra,2e8a9226-9999-41ae-9f3a-fb2490a08e87
Anna König Jerlmyr,8a20585b-511c-4b97-a621-197104593e3b
Anna Lööf,4e54e304-5890-4534-81d0-84e77056f310
Anna Rheyneuclaudes Kihlman,1401047a-e84c-4180-af3f-3ec70a8614f2
Anna Steele,25581fda-6ae4-4475-9134-ac47b6164481
Anna Vikström,ab3a17dc-0d35-415b-998b-a2d6088ed89c
Anna Wallentheim,fa3713da-0480-400d-af25-019aedf749fc
Anna Wallén,c08d4cfe-8b5b-4694-ab93-1c407cc23107
Anna-Caren Sätherberg,5664bd73-7855-4cf4-b112-e2ae6e125e6a
Anna-Lena Sörenson,4136d189-112e-4fc7-98ee-1cc2b2ea7fd5
Anne Marie Brodén,8fad8b45-7de2-4746-9f0d-3c2b474c0457
Annelie Enochson,5d7a62c6-7e1f-4436-b482-f3c20b24fa11
Annelie Karlsson,62ecc2c1-e1b8-446b-9851-6b51b81262f7
Annicka Engblom,d8e28091-791d-4d5f-bcc2-c558067a17b0
Annie Lööf,4e54e304-5890-4534-81d0-84e77056f310
Annika Duàn,0d47e755-e64d-4aca-b828-41a7063c0273
Annika Eclund,e7fe7245-5060-4945-a309-eca0356b9acf
Annika Hirvonen,3c0c868a-3bbd-41c8-beff-c830b6994b6a
Annika Hirvonen Falk,3c0c868a-3bbd-41c8-beff-c830b6994b6a
Annika Lillemets,294084c4-9dbe-4f71-a297-0264d7401f85
Annika Qarlsson,9744fd45-bc8b-405f-83eb-68ecd81deb41
Anti Avsan,492f7c39-9654-475e-8820-2545a858cc6a
Anton Abele,22bfa90d-b4f1-41f1-8cbb-4d2b76e52b16
Antons Ābele,22bfa90d-b4f1-41f1-8cbb-4d2b76e52b16
Ardalan Shekarabi,082a5cf0-2c30-4aa2-a590-0c499783fc95
Arhe Hamednaca,3f8857a6-8695-4c49-9d03-9ef0d4314a73
Aron Emilsson,4b857962-3156-48b0-bd23-a41c6d746b3d
Aron Modig,69c2bbf1-e133-400a-aab1-130a95ba6302
Azadeh Rojhan Gustafsson,537740a7-bed5-4e4f-8cff-79361f7dd3ea
Barbro Westerholm,35745b20-f6da-47d1-bfed-26049a3485d6
Beatrice Ask,89b6e2a6-1e27-48af-a56b-a6c95b8b9b61
Bengt Berg,14772ada-4c69-49c3-b32a-d55e4d56aa43
Bengt Eliasson,220fd96e-2374-432b-915c-683a311489be
Bengt-Anders Johansson,60cec7aa-5505-4dc5-9aa5-5e2f5d0a66d0
Berit Högman,01ef4b3f-4f04-4dd2-af2f-57c10aca4408
Betty Malmberg,4e195096-8181-44d4-9d7b-03dee5c38150
Billy Gustafsson,3d1cfeb4-0161-4540-ac67-63e28e79e642
Bino Drummond,db0b12b4-b2c4-4247-b664-0d6251fdb7fe
Birger Lahti,92dcc938-8673-4aff-b515-97dcca8a0ea1
Birgitta Ohlsson,e0d5cafb-217c-482b-8401-ec00acd4914e
Björn Leivik,6d6ff14c-3385-4ce1-8d06-2ead0c44da77
Björn Samuelson,84a9e403-bf24-43ee-a037-c2b29cc1846d
Björn Söder,f3fad295-f84a-4bc8-85c2-447fa691a07c
Björn Wiechel,dde11845-a788-4505-949f-cc6c17100d06
Björn von Sydow,40d5d691-2283-46ea-9239-cb3913a2d730
